episode,phase,step0_tool,reward,success,top_patterns
358,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.094
359,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
360,Pattern Extraction,standard,-1.0,0,re.findall:0.086|re.findall:0.080|re.findall:0.079
361,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.080
362,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.086
363,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.084|re.findall:0.078
364,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.090|re.findall:0.089
365,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.099|re.findall:0.092
366,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
367,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.095|re.findall:0.094
368,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.095
369,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
370,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.083|re.findall:0.081
371,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.083
372,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
373,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.084|re.findall:0.075
374,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.084
375,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
376,Pattern Extraction,standard,-1.0,0,re.findall:0.080|re.findall:0.078|re.findall:0.076
377,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.080|re.findall:0.078
378,Pattern Extraction,standard,-1.0,0,re.findall:0.090|re.findall:0.077|re.findall:0.073
379,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.077
380,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
381,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.078
382,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.082|re.findall:0.081
383,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.097|re.findall:0.082
384,Pattern Extraction,standard,-1.0,0,re.findall:0.107|re.findall:0.087|re.findall:0.077
385,Pattern Extraction,standard,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.087
386,Pattern Extraction,standard,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.100
387,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.085|re.findall:0.085
388,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.098|re.findall:0.092
389,Pattern Extraction,standard,-1.0,0,re.findall:0.120|re.findall:0.118|re.findall:0.100
390,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.118|re.findall:0.100
391,Pattern Extraction,standard,-1.0,0,re.findall:0.130|re.findall:0.117|re.findall:0.096
392,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.117|re.findall:0.100
393,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.117|re.findall:0.100
394,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.117|re.findall:0.100
395,Pattern Extraction,standard,-1.0,0,re.findall:0.118|re.findall:0.097|re.findall:0.078
396,Pattern Extraction,standard,-1.0,0,re.findall:0.136|re.findall:0.101|re.findall:0.088
397,Pattern Extraction,standard,-1.0,0,re.findall:0.148|re.findall:0.101|re.findall:0.099
398,Pattern Extraction,standard,1.0,1,re.findall:0.148|re.findall:0.101|re.findall:0.100
399,Pattern Extraction,standard,1.0,1,re.findall:0.148|re.findall:0.101|re.findall:0.100
400,Pattern Extraction,standard,1.0,1,re.findall:0.148|re.findall:0.101|re.findall:0.100
401,Pattern Extraction,standard,1.0,1,re.findall:0.148|re.findall:0.101|re.findall:0.100
402,Pattern Extraction,standard,-1.0,0,re.findall:0.113|re.findall:0.082|re.findall:0.073
403,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.082
404,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.087|re.findall:0.084
405,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.090|re.findall:0.089
406,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.090
407,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.090|re.findall:0.088
408,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.101|re.findall:0.100
409,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.101|re.findall:0.100
410,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.101|re.findall:0.100
411,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.101|re.findall:0.100
412,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.101|re.findall:0.100
413,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.101|re.findall:0.100
414,Pattern Extraction,standard,-1.0,0,re.findall:0.074|re.findall:0.073|re.findall:0.073
415,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.074|re.findall:0.073
416,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.074
417,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.083|re.findall:0.064
418,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.083
419,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
420,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
421,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
422,Pattern Extraction,standard,-1.0,0,re.findall:0.071|re.findall:0.071|re.findall:0.069
423,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.071|re.findall:0.071
424,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.072|re.findall:0.069
425,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.082|re.findall:0.071
426,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.082
427,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.088|re.findall:0.086
428,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.088
429,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.095|re.findall:0.086
430,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.107|re.findall:0.087
431,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.107|re.findall:0.100
432,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.107|re.findall:0.100
433,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.107|re.findall:0.100
434,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.089|re.findall:0.076
435,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.087|re.findall:0.080
436,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.085|re.findall:0.083
437,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.085
438,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
439,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
440,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
441,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
442,Pattern Extraction,standard,-1.0,0,re.findall:0.079|re.findall:0.069|re.findall:0.069
443,Pattern Extraction,standard,-1.0,0,re.findall:0.083|re.findall:0.078|re.findall:0.078
444,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.078
445,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
446,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
447,Pattern Extraction,standard,-1.0,0,re.findall:0.078|re.findall:0.073|re.findall:0.072
448,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.078|re.findall:0.073
449,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.076|re.findall:0.075
450,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.076
451,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
452,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
453,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
454,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
455,Pattern Extraction,standard,-1.0,0,re.findall:0.067|re.findall:0.067|re.findall:0.066
456,Pattern Extraction,standard,-1.0,0,re.findall:0.074|re.findall:0.069|re.findall:0.067
457,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.072|re.findall:0.072
458,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.072
459,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
460,Pattern Extraction,standard,-1.0,0,re.findall:0.083|re.findall:0.083|re.findall:0.077
461,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.083
462,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
463,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
464,Pattern Extraction,standard,-1.0,0,re.findall:0.076|re.findall:0.076|re.findall:0.073
465,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.076|re.findall:0.076
466,Pattern Extraction,standard,-1.0,0,re.findall:0.087|re.findall:0.077|re.findall:0.074
467,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.087|re.findall:0.081
468,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.087
469,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
470,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
471,Pattern Extraction,standard,-1.0,0,re.findall:0.076|re.findall:0.074|re.findall:0.074
472,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.076|re.findall:0.074
473,Pattern Extraction,standard,-1.0,0,re.findall:0.090|re.findall:0.071|re.findall:0.071
474,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.079|re.findall:0.077
475,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.079
476,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.088|re.findall:0.080
477,Pattern Extraction,standard,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.088
478,Pattern Extraction,standard,-1.0,0,re.findall:0.105|re.findall:0.091|re.findall:0.082
479,Pattern Extraction,standard,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.091
480,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.091|re.findall:0.087
481,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.091
482,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
483,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
484,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.080|re.findall:0.077
485,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.080
486,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.086|re.findall:0.079
487,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.086
488,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.094
489,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
490,Pattern Extraction,standard,-1.0,0,re.findall:0.078|re.findall:0.077|re.findall:0.077
491,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.078|re.findall:0.077
492,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.081|re.findall:0.079
493,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.081
494,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.090|re.findall:0.084
495,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.100|re.findall:0.094
496,Pattern Extraction,standard,-1.0,0,re.findall:0.123|re.findall:0.111|re.findall:0.097
497,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.111|re.findall:0.100
498,Pattern Extraction,standard,-1.0,0,re.findall:0.138|re.findall:0.112|re.findall:0.092
499,Pattern Extraction,standard,-1.0,0,re.findall:0.153|re.findall:0.126|re.findall:0.104
500,Pattern Extraction,standard,-1.0,0,re.findall:0.167|re.findall:0.137|re.findall:0.118
501,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
502,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
503,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
504,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
505,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
506,Pattern Extraction,standard,1.0,1,re.findall:0.167|re.findall:0.137|re.findall:0.118
507,Pattern Extraction,standard,-1.0,0,re.findall:0.105|re.findall:0.091|re.findall:0.083
508,Pattern Extraction,standard,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.091
509,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.089|re.findall:0.085
510,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.089
511,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
512,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
513,Pattern Extraction,standard,-1.0,0,re.findall:0.077|re.findall:0.077|re.findall:0.076
514,Pattern Extraction,standard,-1.0,0,re.findall:0.086|re.findall:0.086|re.findall:0.074
515,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.099|re.findall:0.076
516,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.099|re.findall:0.099
517,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
518,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.093|re.findall:0.080
519,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.099|re.findall:0.093
520,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
521,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.083|re.findall:0.082
522,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.083
523,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
524,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.080|re.findall:0.078
525,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.080
526,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.089|re.findall:0.082
527,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.089
528,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
529,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.081
530,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.082
531,Pattern Extraction,standard,-1.0,0,re.findall:0.088|re.findall:0.083|re.findall:0.082
532,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.083
533,Pattern Extraction,standard,-1.0,0,re.findall:0.088|re.findall:0.087|re.findall:0.085
534,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.087
535,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.088
536,Pattern Extraction,standard,-1.0,0,re.findall:0.083|re.findall:0.080|re.findall:0.079
537,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.084
538,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.085
539,Pattern Extraction,standard,-1.0,0,re.findall:0.095|re.findall:0.090|re.findall:0.085
540,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.090
541,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
542,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
543,Pattern Extraction,standard,-1.0,0,re.findall:0.080|re.findall:0.077|re.findall:0.077
544,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.080|re.findall:0.077
545,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.079|re.findall:0.079
546,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.079
547,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
548,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.080|re.findall:0.076
549,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.082
550,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.088|re.findall:0.085
551,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.088
552,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.088|re.findall:0.085
553,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.088
554,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.093|re.findall:0.080
555,Pattern Extraction,standard,-1.0,0,re.findall:0.120|re.findall:0.098|re.findall:0.083
556,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.100|re.findall:0.098
557,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.100|re.findall:0.100
558,Pattern Extraction,standard,-1.0,0,re.findall:0.117|re.findall:0.087|re.findall:0.085
559,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.100|re.findall:0.087
560,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.100|re.findall:0.100
561,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.100|re.findall:0.100
562,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.080|re.findall:0.080
563,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.092|re.findall:0.092
564,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.092
